time,data
2018-11-18T11:03:13+08:00,97f83c1c270d
2018-11-18T11:08:16+08:00,94f82c1c2a0d
2018-11-18T11:13:20+08:00,97f8361c270d
2018-11-18T11:18:23+08:00,99f8501c270d
2018-11-18T11:23:27+08:00,9bf8691c270d
2018-11-18T11:28:31+08:00,9bf85a1c270d
2018-11-18T11:38:39+08:00,93f8261c270d
2018-11-18T11:43:43+08:00,97f8361c270d
2018-11-18T11:48:44+08:00,9af8531c2a0d
2018-11-18T11:53:48+08:00,9ef86a1c270d
2018-11-18T11:58:49+08:00,9bf85f1c270d
2018-11-18T12:03:51+08:00,97f8331c270d
2018-11-18T12:08:54+08:00,96f8241c270d
2018-11-18T12:13:55+08:00,97f8311c270d
2018-11-18T12:18:56+08:00,99f84c1c270d
2018-11-18T12:24:00+08:00,9cf8621c270d
2018-11-18T12:29:05+08:00,98f8461c270d
2018-11-18T12:34:06+08:00,94f8211c270d
2018-11-18T12:39:09+08:00,92f8201c270d
2018-11-18T12:44:13+08:00,97f8351c270d
2018-11-18T12:49:14+08:00,98f84f1c270d
2018-11-18T12:54:17+08:00,9bf8671c270d
2018-11-18T12:59:17+08:00,98f8531c2a0d
2018-11-18T13:04:20+08:00,96f82c1c270d
2018-11-18T13:09:23+08:00,97f8271c270d
2018-11-18T13:14:26+08:00,97f8391c270d
2018-11-18T13:19:31+08:00,99f8561c270d
2018-11-18T13:24:32+08:00,9cf8681c270d
2018-11-18T13:29:35+08:00,9af84c1c270d
2018-11-18T13:34:36+08:00,99f8261c270d
2018-11-18T13:39:39+08:00,96f8281c270d
2018-11-18T13:44:43+08:00,97f83b1c270d
2018-11-18T13:49:49+08:00,9df8561c270d
2018-11-18T13:54:52+08:00,a0f8661c270d
2018-11-18T13:59:53+08:00,9bf8461c270d
2018-11-18T14:04:55+08:00,94f8261c270d
2018-11-18T14:09:56+08:00,97f8251c270d
2018-11-18T14:14:57+08:00,97f83c1c270d
2018-11-18T14:19:58+08:00,9cf8581c270d
2018-11-18T14:25:02+08:00,9df8681c270d
2018-11-18T14:30:02+08:00,99f8471c2a0d
2018-11-18T14:35:05+08:00,96f8241c270d
2018-11-18T14:40:07+08:00,96f8241c270d
2018-11-18T14:45:12+08:00,97f8391c270d
2018-11-18T14:50:15+08:00,9cf8561c270d
2018-11-18T14:55:19+08:00,9ef8611c2a0d
2018-11-18T15:00:21+08:00,98f83b1c270d
2018-11-18T15:10:25+08:00,96f8251c270d
2018-11-18T15:15:26+08:00,9af83d1c2a0d
2018-11-18T15:20:28+08:00,9cf8581c2a0d
2018-11-18T15:25:31+08:00,9ef8661c2a0d
2018-11-18T15:30:32+08:00,9bf83f1c270d
2018-11-18T15:35:37+08:00,97f8221c270d
2018-11-18T15:40:39+08:00,98f82b1c270d
2018-11-18T15:45:39+08:00,99f83e1c270d
2018-11-18T15:50:43+08:00,9df85c1c270d
2018-11-18T15:55:47+08:00,a0f8631c2a0d
2018-11-18T16:00:51+08:00,9af83b1c270d
2018-11-18T16:05:53+08:00,97f8221c2a0d
2018-11-18T16:10:55+08:00,9af82c1c270d
2018-11-18T16:15:58+08:00,9af8431c270d
2018-11-18T16:20:58+08:00,9ef85f1c270d
2018-11-18T16:25:59+08:00,a1f8641c270d
2018-11-18T16:31:04+08:00,9af83a1c270d
2018-11-18T16:36:04+08:00,99f8221c270d
2018-11-18T16:41:05+08:00,99f82c1c270d
2018-11-18T16:46:08+08:00,9df8431c270d
2018-11-18T16:51:10+08:00,a0f85f1c270d
2018-11-18T16:56:12+08:00,a0f8611c270d
2018-11-18T17:01:15+08:00,99f8331c270d
2018-11-18T17:06:20+08:00,96f81e1c270d
2018-11-18T17:11:22+08:00,98f82a1c2a0d
2018-11-18T17:16:25+08:00,9af8411c2a0d
2018-11-18T17:21:30+08:00,a1f8611c270d
2018-11-18T17:26:33+08:00,9ef8641c270d
2018-11-18T17:31:36+08:00,9cf8341c270d
2018-11-18T17:36:38+08:00,99f8221c2a0d
2018-11-18T17:41:44+08:00,97f82c1c270d
2018-11-18T17:46:48+08:00,9cf8461c270d
2018-11-18T17:51:53+08:00,a1f8601c270d
2018-11-18T17:56:58+08:00,a0f85c1c270d
2018-11-18T18:01:58+08:00,9cf8321c270d
2018-11-18T18:06:58+08:00,99f8211c2a0d
2018-11-18T18:11:59+08:00,9af82c1c270d
2018-11-18T18:17:03+08:00,9af8471c270d
2018-11-18T18:22:07+08:00,9df8631c270d
2018-11-18T18:27:11+08:00,a0f8561c270d
2018-11-18T18:32:14+08:00,9af82b1c270d
2018-11-18T18:37:17+08:00,99f81f1c270d
2018-11-18T18:42:21+08:00,98f8301c270d
2018-11-18T18:47:26+08:00,9af84a1c270d
2018-11-18T18:52:29+08:00,a0f8661c270d
2018-11-18T18:57:33+08:00,a0f8571c270d
2018-11-18T19:02:38+08:00,99f82c1c2a0d
2018-11-18T19:07:42+08:00,98f8201c270d
2018-11-18T19:12:46+08:00,98f8331c270d
2018-11-18T19:17:49+08:00,9ef84f1c270d
2018-11-18T19:22:50+08:00,a0f8681c270d
