humidity,temp,time
72.22,-19.01,2018-11-18 06:10
72.47,-18.95,2018-11-18 06:15
72.76,-18.95,2018-11-18 06:20
72.64,-18.96,2018-11-18 06:25
72.2,-18.96,2018-11-18 06:30
72.11,-19.0,2018-11-18 06:35
72.25,-18.99,2018-11-18 06:40
72.52,-18.95,2018-11-18 06:45
72.79,-18.93,2018-11-18 06:50
72.7,-18.92,2018-11-18 06:55
72.22,-18.97,2018-11-18 07:01
72.08,-18.99,2018-11-18 07:06
72.23,-18.97,2018-11-18 07:11
72.47,-18.95,2018-11-18 07:16
72.7,-18.92,2018-11-18 07:21
72.59,-18.94,2018-11-18 07:26
72.14,-18.98,2018-11-18 07:31
72.04,-19.04,2018-11-18 07:36
72.18,-19.0,2018-11-18 07:41
72.47,-18.99,2018-11-18 07:46
72.76,-18.91,2018-11-18 07:51
72.68,-18.92,2018-11-18 07:56
72.23,-18.98,2018-11-18 08:01
72.08,-18.96,2018-11-18 08:06
72.21,-18.99,2018-11-18 08:11
72.44,-18.95,2018-11-18 08:16
72.75,-18.91,2018-11-18 08:21
72.72,-18.93,2018-11-18 08:26
72.25,-18.99,2018-11-18 08:31
72.08,-18.99,2018-11-18 08:36
72.18,-18.98,2018-11-18 08:41
72.42,-18.97,2018-11-18 08:46
72.72,-18.92,2018-11-18 08:51
72.78,-18.89,2018-11-18 08:57
72.31,-18.94,2018-11-18 09:02
72.08,-18.96,2018-11-18 09:07
72.15,-18.98,2018-11-18 09:12
72.36,-18.95,2018-11-18 09:17
72.66,-18.92,2018-11-18 09:22
72.64,-18.92,2018-11-18 09:27
72.18,-18.98,2018-11-18 09:32
72.02,-18.99,2018-11-18 09:37
72.15,-18.99,2018-11-18 09:42
72.41,-18.95,2018-11-18 09:47
72.69,-18.92,2018-11-18 09:52
72.65,-18.91,2018-11-18 09:57
72.19,-18.96,2018-11-18 10:02
72.03,-18.99,2018-11-18 10:07
72.18,-19.0,2018-11-18 10:12
72.41,-18.96,2018-11-18 10:17
72.67,-18.93,2018-11-18 10:22
72.61,-18.93,2018-11-18 10:27
72.15,-18.97,2018-11-18 10:32
72.0,-18.97,2018-11-18 10:37
72.18,-18.99,2018-11-18 10:43
72.44,-18.95,2018-11-18 10:48
72.75,-18.91,2018-11-18 10:53
72.71,-18.91,2018-11-18 10:58
