time,temp,humidity
2018/12/16 4:51,-20.1,0.73 
2018/12/16 4:58,-20.3,0.67 
2018/12/16 5:04,-20.1,0.73 
2018/12/16 5:09,-20.3,0.67 
2018/12/16 5:15,-20.3,0.69 
2018/12/16 5:21,-20.1,0.74 
2018/12/16 5:26,-20.3,0.66 
2018/12/16 5:32,-20.3,0.70 
2018/12/16 5:37,-20.1,0.74 
2018/12/16 5:44,-20.3,0.66 
2018/12/16 5:50,-20.2,0.72 
2018/12/16 5:56,-20.2,0.69 
2018/12/16 6:02,-20.3,0.68 
2018/12/16 6:08,-20.1,0.74 
2018/12/16 6:14,-20.3,0.66 
2018/12/16 6:20,-20.2,0.70 
2018/12/16 6:26,-20.1,0.74 
2018/12/16 6:31,-20.3,0.67 
2018/12/16 6:38,-20.2,0.72 
2018/12/16 6:44,-20.3,0.68 
2018/12/16 6:49,-20.3,0.68 
2018/12/16 6:55,-20.1,0.73 
2018/12/16 7:02,-20.3,0.67 
2018/12/16 7:08,-20.3,0.70 
2018/12/16 7:13,-20.1,0.74 
2018/12/16 7:18,-20.3,0.66 
2018/12/16 7:24,-20.2,0.70 
2018/12/16 7:29,-20.1,0.74 
2018/12/16 7:36,-20.3,0.66 
2018/12/16 7:42,-20.1,0.72 
2018/12/16 7:49,-20.2,0.68 
2018/12/16 7:56,-20.3,0.69 
2018/12/16 8:02,-20.1,0.74 
2018/12/16 8:08,-20.3,0.67 
2018/12/16 8:14,-20.1,0.72 
2018/12/16 8:20,-20.2,0.69 
2018/12/16 8:26,-20.3,0.69 
2018/12/16 8:31,-20.1,0.74 
2018/12/16 8:38,-20.3,0.67 
2018/12/16 8:44,-20.2,0.71 
2018/12/16 8:49,-20.1,0.73 
2018/12/16 8:56,-20.3,0.66 
2018/12/16 9:02,-20.2,0.72 
2018/12/16 9:08,-20.2,0.69 
2018/12/16 9:15,-20.3,0.69 
2018/12/16 9:21,-20.1,0.74 
2018/12/16 9:26,-20.3,0.66 
2018/12/16 9:33,-20.2,0.71 
2018/12/16 9:39,-20.3,0.69 
2018/12/16 9:46,-20.3,0.69 
2018/12/16 9:53,-20.1,0.74 
2018/12/16 9:58,-20.3,0.67 
2018/12/16 10:04,-20.2,0.72 
2018/12/16 10:10,-20.3,0.69 
2018/12/16 10:15,-20.3,0.68 
2018/12/16 10:21,-20.1,0.73 
2018/12/16 10:26,-20.2,0.68 
2018/12/16 10:32,-20.3,0.68 
2018/12/16 10:38,-20.1,0.74 
2018/12/16 10:44,-20.3,0.67 
2018/12/16 10:51,-20.3,0.70 
2018/12/16 10:56,-20.1,0.72 
2018/12/16 11:02,-20.3,0.67 
2018/12/16 11:07,-20.2,0.72 
2018/12/16 11:12,-20.1,0.72 
2018/12/16 11:18,-20.3,0.67 
2018/12/16 11:24,-20.1,0.72 
2018/12/16 11:30,-20.2,0.68 
2018/12/16 11:37,-20.3,0.68 
2018/12/16 11:43,-20.1,0.74 
2018/12/16 11:48,-20.3,0.66 
2018/12/16 11:54,-20.2,0.71 
2018/12/16 11:59,-20.1,0.74 
2018/12/16 12:05,-20.3,0.66 
2018/12/16 12:10,-20.2,0.71 
2018/12/16 12:16,-20.1,0.73 
2018/12/16 12:22,-20.3,0.67 
2018/12/16 12:27,-20.2,0.72 
2018/12/16 12:33,-20.2,0.70 
2018/12/16 12:40,-20.3,0.68 
2018/12/16 12:47,-20.1,0.74 
2018/12/16 12:52,-20.3,0.66 
2018/12/16 12:59,-20.2,0.71 
2018/12/16 13:05,-20.2,0.71 
2018/12/16 13:11,-20.3,0.68 
2018/12/16 13:16,-20.1,0.73 
2018/12/16 13:21,-20.2,0.69 
2018/12/16 13:28,-20.3,0.68 
2018/12/16 13:33,-20.1,0.74 
2018/12/16 13:40,-20.3,0.66 
2018/12/16 13:47,-20.2,0.71 
2018/12/16 13:53,-20.2,0.71 
2018/12/16 13:59,-20.3,0.68 
2018/12/16 14:06,-20.1,0.73 
2018/12/16 14:11,-20.3,0.66 
2018/12/16 14:17,-20.3,0.70 
2018/12/16 14:24,-20.1,0.74 
2018/12/16 14:30,-20.3,0.67 
2018/12/16 14:37,-20.1,0.73 
2018/12/16 14:44,-20.3,0.66 
2018/12/16 14:51,-20.2,0.71 
2018/12/16 14:57,-20.2,0.71 
2018/12/16 15:02,-20.3,0.68 
2018/12/16 15:09,-20.1,0.73 
2018/12/16 15:15,-20.3,0.67 
2018/12/16 15:22,-20.3,0.70 
2018/12/16 15:28,-20.1,0.72 
2018/12/16 15:35,-20.3,0.67 
2018/12/16 15:41,-20.1,0.74 
2018/12/16 15:48,-20.3,0.66 
2018/12/16 15:54,-20.2,0.71 
2018/12/16 16:00,-20.1,0.72 
2018/12/16 16:05,-20.3,0.67 
2018/12/16 16:11,-20.2,0.72 
2018/12/16 16:17,-20.2,0.69 
2018/12/16 16:22,-20.3,0.68 
2018/12/16 16:28,-20.1,0.74 
2018/12/16 16:34,-20.3,0.66 
2018/12/16 16:39,-20.2,0.70 
2018/12/16 16:45,-20,0.74 
2018/12/16 16:51,-20.3,0.66 
2018/12/16 16:57,-20.2,0.70 
2018/12/16 17:03,-20.1,0.72 
2018/12/16 17:09,-20.3,0.67 
2018/12/16 17:15,-20.1,0.73 
2018/12/16 17:21,-20.2,0.68 
2018/12/16 17:26,-20.3,0.69 
2018/12/16 17:31,-20,0.74 
2018/12/16 17:38,-20.3,0.67 
2018/12/16 17:43,-20.2,0.70 
2018/12/16 17:50,-20,0.74 
2018/12/16 17:55,-20.3,0.67 
2018/12/16 18:02,-20.1,0.72 
2018/12/16 18:08,-20.2,0.67 
2018/12/16 18:14,-20.3,0.68 
2018/12/16 18:20,-20,0.74 
2018/12/16 18:31,-20.2,0.71 
2018/12/16 18:36,-20.1,0.74 
